Token,Item Name,Customer-facing Name,Variation Name,Unit and Precision,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (kg),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Current Quantity Altallama,New Quantity Altallama,Stock Alert Enabled Altallama,Stock Alert Count Altallama,Tax - Impuesto escolar (4%),Tax - impuesto ventas (21%)
6Q4JKGPW3PNJI3SAYBRQPQM5,AMSTERDAM_661_120ML,,,,608172A,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8712079268312,,Physical good,,,,N,N,N,Y,6.60,,N,,N,,N,,,5,,,,N,Y
2KKDPHDZ2VETFSJAS7CK7SWI,AMSTERDAM_672_METAL/FLUO_120ML,,,,5129375,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8712079279202,,Physical good,,,,N,N,N,Y,6.60,,N,,N,,N,,,5,,,,N,Y
AXAISMWH2FGSBCDU2FD2BP5N,AMSTERDAM_675_120ML,,,,108100V,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8712079211066,,Physical good,,,,N,N,N,Y,6.60,,N,,N,,N,,,5,,,,N,Y
OSWPD4G6B4V6IDSWJRCQKPEH,AMSTERDAM_708_120ML,,,,1294178,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8712079395391,,Physical good,,,,N,N,N,Y,6.60,,N,,N,,N,,,7,,,,N,Y
IAUDMNEQQUESZOBXZ2JWSD4S,AMSTERDAM_710_120ML,,,,151977W,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8712079268336,,Physical good,,,,N,N,N,Y,6.60,,N,,N,,N,,,5,,,,N,Y
G4I2JMCGSEFEWUWSR5AH7TPW,AMSTERDAM_718_120ML,,,,8095410,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8712079268343,,Physical good,,,,N,N,N,Y,6.60,,N,,N,,N,,,5,,,,N,Y
GU7O7VDWPKPPFAJNCYRC2CRF,AMSTERDAM_735_120ML,,,,455336V,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8712079158545,,Physical good,,,,N,N,N,Y,6.60,,N,,N,,N,,,0,,,,N,Y
QTXZXRYTTIIWVFHC4UZNWGGT,AMSTERDAM_800_120ML,,,,G205325,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,,,Physical good,,,,N,N,N,Y,8.60,,N,,N,,N,,,3,,,,N,Y
E75MT7M5RI5Q463FFHTSPESQ,AMSTERDAM_800_METAL/FLUO_120ML,,,,868680H,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8712079217501,,Physical good,,,,N,N,N,Y,8.60,,N,,N,,N,,,5,,,,N,Y
K6TGZBSDYG63REAXRCJWQVSE,AMSTERDAM_802_METAL/FLUO_120ML,,,,904088P,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8712079217525,,Physical good,,,,N,N,N,Y,8.60,,N,,N,,N,,,4,,,,N,Y
KNE6DT4Y5XAGWVMGXSBKBPCP,AMSTERDAM_803_METAL/FLUO_120ML,,,,S222577,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8712079217549,,Physical good,,,,N,N,N,Y,8.60,,N,,N,,N,,,4,,,,N,Y
7P6M43Z4SMTI4B7XMKOM2C3X,AMSTERDAM_805_120ML,,,,Y708776,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8712079279141,,Physical good,,,,N,N,N,Y,8.60,,N,,N,,N,,,10,,,,N,Y
DZC2DIRI6G2JAXF3FQL3BNCG,AMSTERDAM_811_METAL/FLUO_120ML,,,,872960T,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8712079279158,,Physical good,,,,N,N,N,Y,8.60,,N,,N,,N,,,9,,,,N,Y
W2SPEUXMOHXP6G5VQWNPY3AW,AMSTERDAM_815_METAL/FLUO_120ML,,,,B005142,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8712079279165,,Physical good,,,,N,N,N,Y,8.60,,N,,N,,N,,,4,,,,N,Y
W3EVISRTA3M32II4GMPPVRME,AMSTERDAM_817_120ML,,,,523417H,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8712079395407,,Physical good,,,,N,N,N,Y,8.60,,N,,N,,N,,,7,,,,N,Y
WHYR3CMB65XUG2NMYMEHBBFP,AMSTERDAM_840_120ML,,,,3761736,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8712079395469,,Physical good,,,,N,N,N,Y,8.60,,N,,N,,N,,,3,,,,N,Y
USBWNCPCWYLTOMDYLPWASGS7,AMSTERDAM_ACRILICO_104_120ML (Blanco cinc),,,,588941K,"La pintura acrílica AMSTERDAM blanco cinc en presentación de 120 ml ofrece una excelente calidad y opacidad, ideal para trabajos artísticos y profesionales. Su fórmula se caracteriza por su alta pigmentación y resistencia a la luz, garantizando colores duraderos. Perfecta para usar en una variedad de superficies, como lienzo, papel o madera. Una opción versátil para proyectos creativos y artísticos.",Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8712079210960,,Physical good,,,,N,N,N,Y,6.60,,N,,N,,N,,,7,,,,N,Y
GUMHDDQIBCK3GMXIY552RV44,AMSTERDAM_BARNIZ ACRÍLICO MATE 75ml,,Normal,,7398413,"AMSTERDAM BARNIZ ACRÍLICO MATE 75ml es un barniz transparente diseñado para proteger tus obras de arte con un acabado mate uniforme. Compatible con pinturas acrílicas, este barniz se aplica fácilmente y proporciona una capa duradera que protege contra el polvo, la suciedad y el envejecimiento. Su fórmula de secado rápido asegura resultados óptimos en poco tiempo. Ideal para artistas que buscan un acabado profesional y protección a largo plazo para sus creaciones.",,,,,,8712079410476,,Physical good,,,,N,N,N,Y,8.20,,N,,N,,N,,,16,,,,N,Y
N4ZZIOP5SQQKP6NUBW4GDRNY,AMSTERDAM_Barniz Acrílico Gloss 75 ml,,Normal,,Y486981,"El Barniz Acrílico Gloss AMSTERDAM de 75 ml ofrece alta calidad, un brillo duradero y un secado rápido. Ideal para proteger tus obras con un acabado profesional.",,,,,,8712079410469,,Physical good,,,,N,N,N,Y,8.20,,N,,N,,N,,,17,,,,N,Y
RMTL7AGIGLPETVEXMXINNWC3,AMSTERDAM_boquillas_acrílico 120ml,,Normal,,X275430,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8712079275884,,Physical good,,,,,,,Y,5.80,,N,,N,,N,,,5,,,,N,Y
PNRWPABQZ32BGZJEF7ZI7XDG,"ARCHES BLOC_grano Fino. 14,8x21",,Normal,,X695667,,"Blocs y Cuadernos, Blocs y Cuadernos > Blocs de acuarela",Blocs y Cuadernos,,,,3700417134783,,Physical good,,,,,,,Y,14.50,,N,,,,,,,0,,,,Y,N
SRD2VUSXWTYPOPAP7GZXXRZF,"ARCHES Bloc_grano satinado. 14,8x21- 12H- 300gr",,Normal,,7876439,,"Blocs y Cuadernos, Blocs y Cuadernos > Blocs de acuarela",Blocs y Cuadernos,,,,3700417134837,,Physical good,,,,,,,Y,14.50,,N,,,,,,,1,,,,Y,N
2EG6IAWT75JSZAKZWY5JLY7C,"ARCHES bloc_grano Grueso. 14,8x21cm. 300gr",,Normal,,712748P,,"Blocs y Cuadernos, Blocs y Cuadernos > Blocs de acuarela",Blocs y Cuadernos,,,,3700417134882,,Physical good,,,,,,,Y,14.50,,N,,,,,,,1,,,,Y,N
VJ5QFCCRWDEELWYK73GNXLZQ,ARCHES_56X76_4B Aquarelle 185g Blanco natural,,Normal,,S794589,,"Papel y Soportes, Papel y Soportes > Papel para acuarela",Papel y Soportes,,,,3700417107794,,Physical good,,,,,,,Y,7.25,,N,,,,,,,10,,,,N,Y
O63TWHOSQPZZY2ZVLK46CQQ4,ART CREATION_ TALENS ACRÍLICO 567 200 ML,,Normal,,Q246812,La pintura acrílica ART CREATION TALENS 567 de 200 ml ofrece alta calidad y una gran variedad de colores vibrantes. Su fórmula versátil es ideal para diversas técnicas artísticas.,,,,,,8712079352028,,Physical good,,,,,,,Y,4.30,,N,,,,,,,8,,,,N,Y
FPZMGJSVTQRNZMDCGXDTRTON,ART CREATION_ TALENS ACRÍLICO 701 75ml,,Normal,,195693A,La pintura acrílica TALENS de 75 ml en el tono 701 ofrece colores vibrantes y una fórmula de alta calidad con secado rápido. Ideal para artistas que buscan resultados duraderos y precisos.,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8712079299088,,Physical good,,,,,,,Y,3.45,,N,,,,,,,6,,,,N,Y
DMXCXSMYBQNM5Y66PY7T4SQH,ARTCREATION_LIENZO_100x100,,Normal,,D394595,,"Papel y Soportes, Papel y Soportes > Cartulinas y cartón",Papel y Soportes,,,,8712079402044,,Physical good,,,,,,,Y,44.55,,N,,,,,,,0,,,,N,Y
HYSGS5TRPKKFP5VGECIWTHDN,ARTCREATION_LIENZO_10F,,Normal,,3488296,,"Papel y Soportes, Papel y Soportes > Cartulinas y cartón",Papel y Soportes,,,,,,Physical good,,,,,,,Y,18.60,,N,,,,,,,1,,,,N,Y
2ZXJBVW6JU4G434FECH3OAED,ARTCREATION_LIENZO_50F,,Normal,,6371277,,"Papel y Soportes, Papel y Soportes > Cartulinas y cartón",Papel y Soportes,,,,8712079401771,,Physical good,,,,,,,Y,54.30,,N,,N,,N,,,0,,,,N,Y
BEU3JEJSEXUG5CF2F7MYNSMC,ARTCREATION_LIENZO_50x70,,Normal,,628455F,,"Papel y Soportes, Papel y Soportes > Cartulinas y cartón",Papel y Soportes,,,,8712079401979,,Physical good,,,,,,,Y,14.85,,N,,,,,,,3,,,,N,Y
GRB6HKXBHSPYUEHKUFAMWFQT,ARTCREATION_Lienzo 40F,,Normal,,S519296,,"Papel y Soportes, Papel y Soportes > Cartulinas y cartón",Papel y Soportes,,,,8712079401757,,Physical good,,,,,,,Y,41.80,,N,,,,,,,1,,,,N,Y
XFKIJLWPOPG2XB7X2JAU2JPD,ARTGRAF Stick Barra Grafito Acuarelable 1x1x9,,Normal,,348028M,,"Acuarela, Lápices y Grafito, Lápices y Grafito > Barras y minas de grafito",Lápices y Grafito,,,,,,Physical good,,,,,,,Y,3.95,,N,,N,,N,,,4,,,,N,Y
E4WSFR5BG7VYL33S3KKYWRHO,ARTIST CARBONCILLOS_3-4mm,,Normal,,L050492,,"Lápices y Grafito, Lápices y Grafito > Lápices de carboncillo y pastel",Lápices y Grafito,,,,8432764011602,,Physical good,,,,,,,Y,0.30,,N,,,,,,,84,,,,N,Y
FDRZMLI73C2V3EJBXAZ6IFAB,ARTIST CARBONCILLOS_4-7mm,,Normal,,193787X,,"Lápices y Grafito, Lápices y Grafito > Lápices de carboncillo y pastel",Lápices y Grafito,,,,8432764011619,,Physical good,,,,,,,Y,0.50,,N,,,,,,,46,,,,N,Y
6WFL6D53CNPHJIXPD3QJP2KN,ARTIST CARBONCILLOS_7-9mm,,Normal,,7520150,,"Lápices y Grafito, Lápices y Grafito > Lápices de carboncillo y pastel",Lápices y Grafito,,,,8432764011626,,Physical good,,,,,,,Y,0.80,,N,,,,,,,26,,,,N,Y
TKJZQLIJWAKDVQS4GNVBRW3J,ARTIST_ Tinta China 60ml,,,,7008002,Material artístico de calidad para uso profesional y educativo.,"Tinta y Dibujo Técnico, Tinta y Dibujo Técnico > Tinta china e Indian ink, Tinta y Dibujo Técnico > Tinta para grabado",Tinta y Dibujo Técnico > Tinta para grabado,,,,8432764005267,,Physical good,,,,,,,Y,1.85,,N,,,,,,,3,,,,N,Y
ONS4B4P6GIF3CDK6WIKNQFLZ,ARTIST_Art Graf 20g_LATA GRAFITO ACUARELABLE,,,,L249745,Acuarela de calidad artística con excelente dispersión y luminosidad.,"Acuarela, Lápices y Grafito, Lápices y Grafito > Barras y minas de grafito",Lápices y Grafito,,,,,,Physical good,,,,N,N,N,Y,13.90,,N,,N,,N,,,3,,,,N,Y
7V5CTROWCI5FHZOVUTYSOQOS,ARTIST_PINCEL SINTETICO_ LG 6,,,,R421918,"Pincel sintético versátil para acrílico, acuarela y técnicas mixtas.","Pinceles, Pinceles > Pinceles sintéticos",Pinceles,,,,8432764008299,,Physical good,,,,,,,Y,3.10,,N,,N,,N,,,6,,,,N,Y
R7KS5W7FQRU6BO6ZZ7QHIO5O,ARTIST_PINCEL SINTETICO_LG 12,,,,5630868,"Pincel sintético versátil para acrílico, acuarela y técnicas mixtas.","Pinceles, Pinceles > Pinceles sintéticos",Pinceles,,,,8432764008329,,Physical good,,,,,,,Y,5.15,,N,,N,,N,,,1,,,,N,Y
ALTCGEUC3LXL3GWYWKXVYZUE,ARTIST_PINCEL SINTETICO_LG 2,,,,726874X,,"Pinceles, Pinceles > Pinceles sintéticos",Pinceles,,,,,,Physical good,,,,,,,Y,2.30,,N,,N,,N,,,3,,,,N,Y
G2OY7GE5R4HAMEA46KA2JHZV,ARTIST_PINCEL SINTETICO_LG 4,,,,243346G,,"Pinceles, Pinceles > Pinceles sintéticos",Pinceles,,,,,visible,Physical good,,,,,,,Y,2.65,,N,,N,,N,,,5,,,,N,Y
7OIQQRK3O5H6UYSTP732AC4W,ARTIST_PINCEL SINTETICO_LG 8,,,,J439165,"Pincel sintético versátil para acrílico, acuarela y técnicas mixtas.","Pinceles, Pinceles > Pinceles sintéticos",Pinceles,,,,,,Physical good,,,,,,,Y,3.80,,N,,N,,N,,,3,,,,N,Y
RBW7KVP6N6PKTI6OXEL2UWJ5,ARTIST_PINCEL SINTETICO_P 12,,,,Q403469,"Pincel sintético versátil para acrílico, acuarela y técnicas mixtas.","Pinceles, Pinceles > Pinceles sintéticos",Pinceles,,,,8432764008206,,Physical good,,,,,,,Y,5.10,,N,,N,,N,,,1,,,,N,Y
UZDH6MYKYNPOQ6IIK2URQAGP,ARTIST_PINCEL SINTETICO_P 6,,,,868456S,"Pincel sintético versátil para acrílico, acuarela y técnicas mixtas.","Pinceles, Pinceles > Pinceles sintéticos",Pinceles,,,,8432764008176,visible,Physical good,,,,,,,Y,3.10,,N,,N,,N,,,2,,,,N,Y
B2LF6MUPBEJ6JHGNH535R5LL,ARTIST_PINCEL SINTETICO_P2,,,,8746510,"Pincel sintético Artist de alta calidad para acrílico, acuarela y técnicas mixtas.","Pinceles, Pinceles > Pinceles sintéticos",Pinceles,,,,,,Physical good,,,,,,,Y,2.25,,N,,N,,,,,,,,,N,Y
2L2U3RYDXB7SPOFUJH4RRI7F,ARTIST_PINCEL SINTETICO_R 4,,,,5895337,"Pincel sintético Artist de alta calidad para acrílico, acuarela y técnicas mixtas.","Pinceles, Pinceles > Pinceles sintéticos",Pinceles,,,,,,Physical good,,,,,,,Y,2.40,,N,,N,,,,,,,,,N,Y
J5IFX5PTTFFEMHC6HMOC55ON,ARTIST_PINCEL SINTETICO_R 8,,,,D763591,,"Pinceles, Pinceles > Pinceles sintéticos",Pinceles,,,,8432764008060,,Physical good,,,,,,,Y,3.25,,N,,N,,N,,,2,,,,N,Y
RSGAEBULTNH4WLESVJQTDZ3I,ARTIST_PINCEL SINTETICO_R2,,,,275913V,,"Pinceles, Pinceles > Pinceles sintéticos",Pinceles,,,,,visible,Physical good,,,,,,,Y,2.25,,N,,N,,,,,,,,,N,Y
JVSCMMKDC6LROZVAIVQEWN6R,ARTIST_REGLA CIRCULOS,,,,S258590,,"Material de Oficina y Estudio, Material de Oficina y Estudio > Reglas\, escuadras y cartabones",Material de Oficina y Estudio,,,,,visible,Physical good,,,,N,N,N,Y,3.65,,N,,N,,N,,,1,,,,N,Y
CVUAVE6TW4WILDBISPSLIG3A,ARTIST_REGLA OVALO,,,,2900426,"El ARTIST_REGLA OVALO es una herramienta de precisión diseñada para trazos curvos y formas elípticas con gran exactitud. Fabricada con materiales duraderos, ofrece estabilidad y un diseño ergonómico que facilita su uso en proyectos de dibujo técnico o artístico. Ideal para estudiantes, arquitectos y diseñadores gráficos que buscan resultados profesionales.","Material de Oficina y Estudio, Material de Oficina y Estudio > Reglas\, escuadras y cartabones",Material de Oficina y Estudio,,,,,,Physical good,,,,N,N,N,Y,3.65,,N,,N,,N,,,1,,,,N,Y
XZX6V7XLAJ5TUSWAYNFIZWKH,ARTIST_Tenaza Tensar lienzos,,Normal,,522127Y,,"Herramientas y Accesorios, Herramientas y Accesorios > Espátulas de pintura",Herramientas y Accesorios,,,,,,Physical good,,,,,,,Y,30.25,,N,,,,,,,0,,,,N,Y
ICQPIANIKQCH33YEVW6LG5TD,ARTIST_Wingo_ CAJA ACUARELA VACÍA 12 GODETS,,Normal,,525911C,,"Acuarela, Acuarela > Cajas y accesorios para acuarela",Acuarela,,,,8432764020710,,Physical good,,,,,,,Y,10.25,,N,,,,,,,2,,,,N,Y
52UU34D3MSJ46JZ5SWQCFEOG,ARTLINE 157_ROTULADOR PIZARRA_ROJO,,,,719117M,,"Rotuladores y Marcadores, Rotuladores y Marcadores > Rotuladores de pizarra",Rotuladores y Marcadores,,,,4974052836022,,Physical good,,,,N,N,N,Y,1.40,,N,,N,,N,,,3,,,,N,Y
FSQW55MKTKWGRQSXJUNUX7CF,ARTLINE_ROTULADOR_440XF_BLANCO,,,,K126035,,"Rotuladores y Marcadores, Rotuladores y Marcadores > Marcadores acrílicos",Rotuladores y Marcadores,,,,4974052820458,,Physical good,,,,N,N,N,Y,4.85,,N,,N,,N,,,0,,,,N,Y
W5IP5JO5OZF7FRPNGFLND6HN,ARTLINE_ROTULADOR_999XF_SILVER,,,,775381B,"El rotulador ARTLINE 999XF en color plata es ideal para marcar sobre superficies oscuras o claras gracias a su tinta opaca a base de pigmentos. Diseñado con una punta extra fina de 1.2 mm, permite trazos precisos y uniformes. Es resistente al agua, al roce y apto para uso en metal, vidrio, plástico y más, asegurando resultados duraderos. Perfecto para proyectos profesionales o creativos.","Rotuladores y Marcadores, Rotuladores y Marcadores > Rotuladores de colores",Rotuladores y Marcadores,,,,4974052823312,,Physical good,,,,N,N,N,Y,4.85,,N,,N,,N,,,5,,,,N,Y
HO42XDCMH5YEDTNQBQR7VWH3,ARTS_CAJA TIZA CUADRADA,,Normal,,793544L,"La ARTS CAJA DE TIZA CUADRADA es ideal para artistas y profesionales que buscan precisión en sus trazos. Diseñada con un formato cuadrado, ofrece comodidad al sujetarla y evita que ruede durante su uso. Perfecta para superficies de pizarra y otras técnicas creativas, esta caja garantiza una experiencia práctica y eficiente. Una excelente opción para proyectos artísticos o educativos.","Material de Oficina y Estudio > Tiza, Pastel, Pastel > Pastel seco",Pastel,,,,8413848098504,visible,Physical good,,,,N,N,N,Y,3.05,,N,,N,,N,,,8,,,,N,Y
S43DI5R35NJYFNSSNDHYLGPS,AWAGAMI BAMBOO SELECT 170g,,Normal,,6161990,,"Papel y Soportes, Papel y Soportes > Papel japonés y especial",Papel y Soportes,,,,,,Physical good,,,,,,,Y,7.10,,N,,,,,,,5,,,,N,Y
7YONQXE2ZZV3ZQ7NHKH22GHV,AWAGAMI_SHIRAMINE SELECT 170g 52x43,,Normal,,941877J,,"Papel y Soportes, Papel y Soportes > Papel japonés y especial",Papel y Soportes,,,,4530190930277,,Physical good,,,,,,,Y,6.20,,N,,N,,N,,,12,,,,N,Y
M6BEOGY7AI6N4UPAMTSKR6G6,Acetato 100x70 Grueso,,Normal,,E696253,,"Papel y Soportes, Papel y Soportes > Papel japonés y especial",Papel y Soportes,,,,,visible,Physical good,,,,N,N,N,Y,6.75,,N,,N,,N,,,27,,,,N,Y
DD2JZ5RUAEPRCN4PL5OBITVG,Acetato 55x65 Grueso,,Normal,,586996N,,"Papel y Soportes, Papel y Soportes > Papel japonés y especial",Papel y Soportes,,,,,visible,Physical good,,,,N,N,N,Y,5.60,,N,,N,,N,,,36,,,,N,Y
ALHYPUQSSM22Z2QNIMUJ2QER,Acetato Polivinilo 4k,,Normal,,7691259,,"Papel y Soportes, Papel y Soportes > Papel japonés y especial",Papel y Soportes,,,,,,Physical good,,,,,,,Y,38.90,,N,,N,,N,,,0,,,,N,Y
VB4VGSQTKNAQUEHAHE4HJXDR,Afilalápices,,,,455109P,,"Material de Escritura, Material de Escritura > Sacapuntas",Material de Escritura,,,,,,Physical good,,,,N,N,N,Y,1.25,,N,,N,,N,,,4,,,,N,Y
T6QEUIQBSIHHXBU2HJPNAW6D,Aguarrás 1L - QUIMIBASE Dian,,,,264217G,"Aguarrás 1L de QUIMIBASE Dian es un disolvente de alta calidad, ideal para diluir pinturas, barnices y productos similares. Su fórmula garantiza un rendimiento eficiente y una limpieza impecable de herramientas y superficies. Perfecto para aplicaciones tanto en el hogar como en entornos profesionales. Disponible en envase de 1 litro para mayor comodidad y practicidad.","Pintura > Pintura al Óleo, Pintura > Pintura al Óleo > Mediums y diluyentes para óleo",Pintura > Pintura al Óleo,,,,8436532332425,,Physical good,,,,N,N,N,Y,5.90,,N,,N,,N,,,-1,,,,N,Y
CMWXH62J5PMEDNBTRDSRWY3J,Alginato 1kg,,Normal,,3539763,,Barnices y Mediums > Aglutinantes,Barnices y Mediums > Aglutinantes,,,,,visible,Physical good,,,,N,N,N,Y,11.50,,N,,N,,N,,,6,,,,N,Y
BBSJZG3SLU57H7LWINCSI6EJ,Anillas Encuadernación Transparente A4,,Normal,,232526S,,"Material de Oficina y Estudio, Material de Oficina y Estudio > Carpetas y fundas",Material de Oficina y Estudio,,,,,,Physical good,,,,,,,Y,0.70,,N,,N,,N,,,1,,,,N,Y
Q622FDDP25ZTYDTXINS53EHP,Anillas Para Encuadernación A4 Rojo,,Normal,,4244362,,"Material de Oficina y Estudio, Material de Oficina y Estudio > Carpetas y fundas",Material de Oficina y Estudio,,,,,,Physical good,,,,,,,Y,0.70,,N,,N,,N,,,71,,,,N,Y
T4RK26IPAHO6VC6XBVQDM55T,Art Deco Liner 20ml - VALLEJO,,,,304460A,"El Art Deco Liner 20ml de VALLEJO es un delineador de alta precisión diseñado para trabajos decorativos y artísticos. Su fórmula de secado rápido permite trazos finos y uniformes, ideal para personalizar superficies como madera, vidrio, cerámica y lienzos. Disponible en una amplia gama de colores, ofrece excelente cobertura y resistencia. Perfecto para proyectos de manualidades o diseño profesional.","Barnices y Mediums, Barnices y Mediums > Mediums de secado rápido",Barnices y Mediums,,,,,,Physical good,,,,N,N,N,Y,2.75,,N,,N,,N,,,19,,,,N,Y
WGSEL7SONHS2GGGVPH6EK23O,ArtLine Black 0.1,,Normal,,731806D,,"Tinta y Dibujo Técnico, Tinta y Dibujo Técnico > Rotuladores técnicos",Tinta y Dibujo Técnico,,,,4549441001567,,Physical good,,,,,,,Y,2.80,,N,,N,,N,,,3,,,,N,Y
KNDCJMM43EO2B3FPLA7A23WG,Artist – Tinta china 200 ml,,Normal,,624857V,,"Tinta y Dibujo Técnico, Tinta y Dibujo Técnico > Tinta china e Indian ink",Tinta y Dibujo Técnico,,,,8432764005274,visible,Physical good,,,,,,,Y,6.50,,N,,,,,,,37,,,,N,Y
4CAZGCLHEXKOPO5OQ6ZD4XYL,Awagami Inbe Thin,,Normal,,141134N,,"Papel y Soportes, Papel y Soportes > Papel japonés y especial",Papel y Soportes,,,,,visible,Physical good,,,,N,N,N,Y,2.50,,N,,N,,N,,,,,,,N,Y
DB4AB6UKQQDNMHUTAKNKVL7F,Awagami Kozo Natural_52x43_46g/m2,,Normal,,9799593,,"Papel y Soportes, Papel y Soportes > Papel japonés y especial",Papel y Soportes,,,,4530190930529,visible,Physical good,,,,N,N,N,Y,8.10,,N,,N,,N,,,12,,,,N,Y
SOGWHE5M6PQSWEEN3CSKYEPP,BARRA LITOGRÁFICA_ARTIST,,Normal,,3359077,,"Grabado y Serigrafía, Grabado y Serigrafía > Herramientas de grabado",Grabado y Serigrafía,,,,,,Physical good,,,,N,N,N,Y,2.20,,N,,N,,N,,,5,,,,N,Y
LB3432EYD6QQJ6CZXUGVXLFO,BASTIDOR MONTADO_20X30_PATXI,,Normal,,9474607,,"Papel y Soportes, Papel y Soportes > Papel de dibujo y boceto",Papel y Soportes,,,,,,Physical good,,,,N,N,N,Y,6.25,,N,,N,,N,,,0,,,,N,Y
UEBFHW2U6RBAL7OPIMFIFDXZ,BASTIDOR MONTADO_40X30_PATXI,,Normal,,S881983,,"Papel y Soportes, Papel y Soportes > Papel de dibujo y boceto",Papel y Soportes,,,,,,Physical good,,,,N,N,N,Y,8.90,,N,,N,,N,,,3,,,,N,Y
UNQ54U6LOM5BYUFYSDFAMGWT,BASTIDOR MONTADO_50X40_PATXI,,Normal,,Q631775,,"Papel y Soportes, Papel y Soportes > Papel de dibujo y boceto",Papel y Soportes,,,,,,Physical good,,,,N,N,N,Y,11.10,,N,,N,,N,,,0,,,,N,Y
KP3YLGYEQD6Q7ASCKDRLMC2D,BASTIDOR MONTADO_50X50_PATXI,,Normal,,4039893,,"Papel y Soportes, Papel y Soportes > Papel de dibujo y boceto",Papel y Soportes,,,,,,Physical good,,,,N,N,N,Y,12.55,,N,,N,,N,,,1,,,,N,Y
IIG6RB3GBWNDMHOKYT2CMVQ5,BIC_CRYSTAL_NEGRO,,Normal,,7896313,,"Material de Escritura, Material de Escritura > Bolígrafos",Material de Escritura,,,,,visible,Physical good,,,,N,N,N,Y,0.50,,N,,N,,N,,,39,,,,N,Y
HDQMZRCIPHRPA24EGOREGEEQ,BROCHA CANO PRENSADA_10_MANGO PLÁSTICO,,Normal,,303523A,,Pinceles,Pinceles,,,,,,Physical good,,,,,,,Y,5.50,,N,,,,,,,3,,,,N,Y
QKNMK2VR3EFWKENDITVKYTI2,BROCHA HAKE_PANFLUTE,,Normal,,836473C,,"Pinceles, Pinceles > Pinceles de acuarela",Pinceles,,,,4015014029950,,Physical good,,,,,,,Y,14.60,,N,,,,,,,1,,,,N,Y
V7GBCGOBRVO77W7DJCMDTWUN,BRUYNZEEL_LAPIZ DESIGN PASTEL_01,,Normal,,6187361,,Lápices y Grafito > Lápices,Lápices y Grafito > Lápices,,,,,,Physical good,,,,N,N,N,Y,2.00,,N,,N,,N,,,2,,,,N,Y
IU5SCA2JMRWXNSLOGZTPR5OO,BRUYNZEEL_LAPIZ DESIGN PASTEL_09,,Normal,,4504906,,Lápices y Grafito > Lápices,Lápices y Grafito > Lápices,,,,,,Physical good,,,,N,N,N,Y,2.00,,N,,N,,N,,,9,,,,N,Y
CYUFVFGJ5EJZKW53H3BRIQV5,BRUYNZEEL_LAPIZ DESIGN PASTEL_14,,Normal,,728904T,,Lápices y Grafito > Lápices,Lápices y Grafito > Lápices,,,,8710141083962,,Physical good,,,,N,N,N,Y,2.00,,N,,N,,N,,,17,,,,N,Y
IC4G53FR4VLEL2QT2AKVL42N,BRUYNZEEL_LAPIZ DESIGN PASTEL_16,,Normal,,3446845,,Lápices y Grafito > Lápices,Lápices y Grafito > Lápices,,,,8710141083375,,Physical good,,,,N,N,N,Y,2.00,,N,,N,,N,,,3,,,,N,Y
FCP2AEWJWHK7NOVARXXHW4FB,BRUYNZEEL_LAPIZ DESIGN PASTEL_18,,Normal,,410733R,,Lápices y Grafito > Lápices,Lápices y Grafito > Lápices,,,,8710141083986,,Physical good,,,,N,N,N,Y,2.00,,N,,N,,N,,,13,,,,N,Y
3ZR6GE4FLMTJG5QZORZK4F6T,BRUYNZEEL_LAPIZ DESIGN PASTEL_19,,Normal,,P508654,,Lápices y Grafito > Lápices,Lápices y Grafito > Lápices,,,,8710141083993,visible,Physical good,,,,N,N,N,Y,2.00,,N,,N,,N,,,11,,,,N,Y
